id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,sqft_bin,gr_liv_area_bin
1044,527451290,160,0.5931067496409765,21.0,1680,1.0,0.9565217391304348,0.6728538283062645,0.6708333333333333,1.0,0.7429906542056075,0.8552456839309429,0.327182508916111,0.7785547785547785,0.41581632653061223,0.7282608695652174,0.9521410579345088,6,5,1971,1971,0.8368421052631579,0.5604873803307223,0.5849236641221374,0.639850622406639,0.7598820914274669,232.0,0.3736559139784946,0.9595375722543352,0.6707317073170732,0.4249101422097203,0.7887189292543021,0.5905511811023622,0.7027649769585254,387.0,0.7655172413793103,0.0,96.0,483.0,1.0,0.683210939478349,1.0,1.0,483,504,0,987,0.0,0.0,1,1,2,1,0.4150046212968818,4,1.0,0,0.4265625,0.583596214511041,1971.0,0.627906976744186,1.0,264.0,0.6384976525821596,0.9563257255564948,1.0,0,0,0,0,0,0,0.5142857142857142,1.0,0.652,0,7,2008,0.48735737629723064,85400,0,"(682.6, 1031.2]"
2752,906380150,20,0.8252752513164193,64.0,7488,1.0,0.9565217391304348,0.8816705336426914,0.6708333333333333,1.0,0.7429906542056075,0.8552456839309429,0.6202512017367033,0.7785547785547785,0.41581632653061223,0.8967391304347826,0.7858942065491183,7,5,2005,2005,0.8368421052631579,0.5604873803307223,0.7744274809160305,0.8421161825726141,0.5786701459360201,0.0,0.5846774193548387,0.9595375722543352,1.0,0.5977496483825597,0.7887189292543021,0.7316929133858268,1.0,393.0,0.7655172413793103,0.0,815.0,1208.0,1.0,1.0,1.0,1.0,1208,0,0,1208,0.0,0.0,2,0,2,1,0.6084940652818991,6,1.0,0,0.4265625,0.8365254619197837,2005.0,0.885,2.0,632.0,0.6384976525821596,0.9563257255564948,1.0,105,58,0,0,0,0,0.5142857142857142,1.0,0.652,0,2,2006,0.6058521109263613,183600,2,"(1031.2, 1379.8]"
807,906226060,70,0.8252752513164193,120.0,26400,1.0,0.9565217391304348,0.6728538283062645,0.56875,1.0,0.7663551401869159,0.8552456839309429,0.5613273375717166,0.6526806526806527,0.41581632653061223,0.8967391304347826,0.9521410579345088,5,7,1880,2007,0.8368421052631579,0.5604873803307223,0.5849236641221374,0.639850622406639,0.5786701459360201,0.0,0.5846774193548387,0.9595375722543352,1.0,0.30942334739803096,0.4732313575525813,0.40078740157480314,0.45622119815668205,0.0,0.45977011494252873,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1288,728,0,2016,0.0,0.0,1,0,4,1,0.4150046212968818,7,0.7696969696969697,1,0.5890625,0.8365254619197837,1900.0,0.627906976744186,2.0,576.0,0.6384976525821596,0.9563257255564948,0.7497058823529412,0,0,0,0,0,0,0.5142857142857142,1.0,0.652,0,6,2009,0.6058521109263613,131000,2,"(1728.4, 2077.0]"
1177,533236070,160,1.0,24.0,2645,1.0,1.0,0.6728538283062645,0.6708333333333333,1.0,0.7429906542056075,0.8552456839309429,0.6946813459451078,0.7785547785547785,0.41581632653061223,0.7282608695652174,0.9521410579345088,8,5,1999,2000,0.8368421052631579,0.5604873803307223,0.5265267175572519,0.5742738589211618,0.7598820914274669,456.0,0.5846774193548387,0.9595375722543352,1.0,0.5977496483825597,0.7887189292543021,0.5905511811023622,1.0,813.0,0.7655172413793103,0.0,147.0,960.0,1.0,1.0,1.0,1.0,962,645,0,1607,1.0,0.0,2,1,3,1,0.6084940652818991,7,1.0,0,0.4265625,0.583596214511041,2000.0,0.627906976744186,2.0,480.0,0.6384976525821596,0.9563257255564948,1.0,169,0,0,0,0,0,0.5142857142857142,1.0,0.652,0,12,2008,0.49691340328345085,200000,1,"(1379.8, 1728.4]"
1480,907418040,20,0.8252752513164193,74.0,9627,1.0,0.9565217391304348,0.6728538283062645,0.6708333333333333,1.0,0.7429906542056075,0.8552456839309429,0.6202512017367033,0.7785547785547785,0.41581632653061223,0.8967391304347826,0.7858942065491183,7,5,2007,2007,0.8368421052631579,0.5604873803307223,0.7744274809160305,0.8421161825726141,0.5786701459360201,0.0,0.5846774193548387,0.9595375722543352,1.0,0.5977496483825597,0.7887189292543021,0.7316929133858268,1.0,24.0,0.7655172413793103,0.0,1327.0,1351.0,1.0,1.0,1.0,1.0,1361,0,0,1361,0.0,0.0,2,0,3,1,0.6084940652818991,6,1.0,0,0.4265625,0.8365254619197837,2007.0,0.885,2.0,610.0,0.6384976525821596,0.9563257255564948,1.0,0,50,0,0,0,0,0.5142857142857142,1.0,0.652,0,6,2008,0.6058521109263613,193000,2,"(1031.2, 1379.8]"
324,923202105,20,0.8252752513164193,93.0,10114,1.0,0.9565217391304348,0.6728538283062645,0.6708333333333333,1.0,0.7429906542056075,0.8552456839309429,0.4962009613893627,0.7785547785547785,0.41581632653061223,0.8967391304347826,0.7858942065491183,5,5,2004,2005,0.8368421052631579,0.5604873803307223,0.7744274809160305,0.8421161825726141,0.5786701459360201,0.0,0.3736559139784946,0.9595375722543352,1.0,1.0,0.7887189292543021,0.7316929133858268,0.7181336405529954,0.0,0.7655172413793103,0.0,1430.0,1430.0,1.0,1.0,1.0,1.0,1430,0,0,1430,0.0,0.0,2,0,3,1,0.6084940652818991,7,1.0,0,0.4265625,0.8365254619197837,2004.0,0.885,2.0,624.0,0.6384976525821596,0.9563257255564948,1.0,0,0,0,0,0,0,0.5142857142857142,1.0,0.652,0,3,2010,0.6058521109263613,173500,3,"(1379.8, 1728.4]"
1311,902301140,70,0.5931067496409765,34.0,4571,1.0,0.6840579710144927,0.6728538283062645,0.6708333333333333,1.0,0.7429906542056075,0.8552456839309429,0.372150721042022,0.7785547785547785,0.41581632653061223,0.8967391304347826,0.9521410579345088,5,5,1916,1950,0.8368421052631579,0.5604873803307223,0.42366412213740456,0.46265560165975106,0.5786701459360201,0.0,0.3736559139784946,0.9595375722543352,0.5989956958393113,0.4249101422097203,0.7887189292543021,0.5905511811023622,0.7181336405529954,0.0,0.7655172413793103,0.0,624.0,624.0,1.0,0.5748290706507977,0.5833333333333334,1.0,624,720,0,1344,0.0,0.0,1,0,4,1,0.4150046212968818,7,1.0,0,0.4265625,0.583596214511041,1916.0,0.627906976744186,3.0,513.0,0.4169014084507042,0.6198929275852353,1.0,0,0,96,0,0,0,0.5142857142857142,1.0,0.652,0,5,2008,0.48735737629723064,98000,0,"(1031.2, 1379.8]"
770,905101490,20,0.8252752513164193,80.0,8816,1.0,0.9565217391304348,0.6728538283062645,0.6708333333333333,1.0,0.7523364485981309,0.8552456839309429,0.4186695611722748,0.6526806526806527,0.41581632653061223,0.8967391304347826,0.7858942065491183,5,6,1963,1963,0.8368421052631579,0.5604873803307223,0.7744274809160305,0.8421161825726141,0.5786701459360201,0.0,0.3736559139784946,0.9595375722543352,1.0,0.4249101422097203,0.7887189292543021,0.5905511811023622,0.6175115207373272,651.0,0.7655172413793103,0.0,470.0,1121.0,1.0,0.683210939478349,1.0,1.0,1121,0,0,1121,1.0,0.0,1,0,3,1,0.4150046212968818,5,1.0,0,0.4265625,0.583596214511041,1963.0,0.627906976744186,2.0,480.0,0.6384976525821596,0.9563257255564948,1.0,0,80,0,0,0,0,0.5142857142857142,0.8043478260869565,0.652,0,6,2009,0.6058521109263613,139000,2,"(1031.2, 1379.8]"
2063,905107140,20,0.8252752513164193,71.0,8197,1.0,0.9565217391304348,0.6728538283062645,0.6708333333333333,1.0,0.7429906542056075,0.8552456839309429,0.4186695611722748,0.7785547785547785,0.41581632653061223,0.8967391304347826,0.7858942065491183,6,5,1977,1977,0.8368421052631579,0.5604873803307223,0.5992366412213741,0.6369294605809128,0.7598820914274669,148.0,0.3736559139784946,0.9595375722543352,0.6707317073170732,0.4249101422097203,0.7887189292543021,0.5905511811023622,0.7181336405529954,0.0,0.7655172413793103,0.0,660.0,660.0,1.0,1.0,1.0,1.0,1285,0,0,1285,0.0,0.0,1,1,3,1,0.4150046212968818,7,1.0,1,0.5890625,0.8365254619197837,1977.0,0.885,2.0,528.0,0.6384976525821596,0.9563257255564948,1.0,138,0,0,0,0,0,0.5142857142857142,0.8043478260869565,0.652,0,4,2007,0.6058521109263613,143500,2,"(1031.2, 1379.8]"
69,528458070,60,1.0,72.0,8640,1.0,0.9565217391304348,0.6728538283062645,0.6708333333333333,1.0,0.7429906542056075,0.8552456839309429,0.6946813459451078,0.7785547785547785,0.41581632653061223,0.8967391304347826,0.9521410579345088,7,5,2009,2009,0.8368421052631579,0.5604873803307223,0.7744274809160305,0.8421161825726141,0.5786701459360201,0.0,0.3736559139784946,0.9595375722543352,1.0,0.5977496483825597,0.7887189292543021,0.6692913385826772,1.0,24.0,0.7655172413793103,0.0,732.0,756.0,1.0,1.0,1.0,1.0,764,783,0,1547,0.0,0.0,2,1,3,1,0.6084940652818991,7,1.0,0,0.4265625,0.8365254619197837,2009.0,0.627906976744186,2.0,614.0,0.6384976525821596,0.9563257255564948,1.0,169,45,0,0,0,0,0.5142857142857142,1.0,0.652,0,6,2010,1.0,215200,1,"(1379.8, 1728.4]"
2062,905106150,20,0.8252752513164193,109.0,8724,1.0,0.9565217391304348,0.6728538283062645,0.6708333333333333,1.0,0.7429906542056075,0.8552456839309429,0.4186695611722748,0.7785547785547785,0.41581632653061223,0.8967391304347826,0.7858942065491183,5,5,1968,1968,0.8368421052631579,0.5604873803307223,0.7744274809160305,0.8421161825726141,0.5786701459360201,0.0,0.3736559139784946,0.9595375722543352,0.6707317073170732,0.5977496483825597,0.7887189292543021,0.5905511811023622,0.6566820276497696,492.0,0.7655172413793103,0.0,402.0,894.0,1.0,0.7733603443909851,1.0,1.0,894,0,0,894,0.0,0.0,1,0,3,1,0.4150046212968818,5,1.0,1,0.434375,0.8365254619197837,1968.0,1.0,2.0,450.0,0.6384976525821596,0.9563257255564948,1.0,0,0,0,0,0,0,0.5142857142857142,1.0,0.652,0,5,2007,0.6058521109263613,129000,1,"(682.6, 1031.2]"
351,527131030,120,0.8252752513164193,40.0,5664,1.0,0.9565217391304348,0.8816705336426914,0.6708333333333333,1.0,0.7429906542056075,0.8552456839309429,1.0,0.7785547785547785,0.41581632653061223,1.0,0.7858942065491183,8,5,2000,2000,0.8368421052631579,0.5604873803307223,0.9389312977099237,1.0,0.5786701459360201,0.0,0.5846774193548387,0.9595375722543352,1.0,0.5977496483825597,0.7887189292543021,0.5905511811023622,1.0,1158.0,0.7655172413793103,0.0,343.0,1501.0,1.0,1.0,1.0,1.0,1659,0,0,1659,1.0,0.0,2,0,2,1,1.0,5,1.0,1,1.0,0.8365254619197837,2000.0,1.0,2.0,499.0,0.6384976525821596,0.9563257255564948,1.0,212,59,0,0,0,0,0.5142857142857142,1.0,0.652,0,10,2009,0.6058521109263613,278000,3,"(1379.8, 1728.4]"
2393,528142010,60,0.8252752513164193,103.0,12867,1.0,0.9565217391304348,0.8816705336426914,0.6708333333333333,1.0,0.7523364485981309,0.8552456839309429,0.9846487827570166,0.7785547785547785,0.41581632653061223,0.8967391304347826,0.9521410579345088,8,5,2005,2006,0.8368421052631579,0.5604873803307223,0.9389312977099237,1.0,0.5786701459360201,0.0,0.5846774193548387,0.9595375722543352,1.0,1.0,0.7887189292543021,0.7316929133858268,0.7181336405529954,0.0,0.7655172413793103,0.0,1209.0,1209.0,1.0,1.0,1.0,1.0,1209,1044,0,2253,0.0,0.0,2,1,3,1,1.0,8,1.0,1,0.66715625,0.8365254619197837,2005.0,1.0,2.0,575.0,0.6384976525821596,0.9563257255564948,1.0,243,142,0,0,0,0,0.5142857142857142,1.0,0.652,0,7,2006,0.9942702062190624,344133,2,"(2077.0, 2425.6]"
12,527165230,20,0.8252752513164193,90.0,7980,1.0,0.9565217391304348,0.8816705336426914,0.6708333333333333,1.0,0.7429906542056075,0.8552456839309429,0.5613273375717166,0.7785547785547785,0.41581632653061223,0.8967391304347826,0.7858942065491183,6,7,1992,2007,0.8368421052631579,0.5604873803307223,0.5849236641221374,0.639850622406639,0.5786701459360201,0.0,0.3736559139784946,0.8670520231213873,1.0,0.5977496483825597,0.7887189292543021,0.5905511811023622,0.7027649769585254,935.0,0.7655172413793103,0.0,233.0,1168.0,1.0,1.0,1.0,1.0,1187,0,0,1187,1.0,0.0,2,0,3,1,0.4150046212968818,6,1.0,0,0.4265625,0.8365254619197837,1992.0,1.0,2.0,420.0,0.6384976525821596,0.9563257255564948,1.0,483,21,0,0,0,0,0.5142857142857142,0.9246376811594202,0.61,500,3,2010,0.6058521109263613,185000,2,"(1031.2, 1379.8]"
2339,527250040,190,0.8252752513164193,100.0,34650,1.0,0.9565217391304348,0.6728538283062645,0.56875,1.0,0.7429906542056075,0.8552456839309429,0.5613273375717166,0.7785547785547785,0.41581632653061223,0.6516304347826087,0.7858942065491183,5,5,1955,1955,0.95,0.5604873803307223,0.5209923664122137,0.5663900414937759,0.5786701459360201,0.0,0.3736559139784946,0.9595375722543352,0.6707317073170732,0.4249101422097203,0.7887189292543021,0.6692913385826772,0.6175115207373272,1056.0,0.7655172413793103,0.0,0.0,1056.0,1.0,0.683210939478349,0.5833333333333334,1.0,1056,0,0,1056,1.0,0.0,1,0,3,1,0.4150046212968818,5,1.0,0,0.4265625,0.8365254619197837,1955.0,1.0,2.0,572.0,0.6384976525821596,0.9563257255564948,1.0,264,0,0,0,0,0,0.5142857142857142,1.0,0.652,0,1,2006,0.6058521109263613,145000,2,"(1031.2, 1379.8]"
624,535104120,20,0.8252752513164193,92.0,10573,1.0,0.9565217391304348,0.8816705336426914,0.6708333333333333,1.0,0.7523364485981309,0.8552456839309429,0.43727709722437585,0.7785547785547785,0.41581632653061223,0.8967391304347826,0.7858942065491183,6,6,1961,1961,0.95,0.5604873803307223,0.5265267175572519,0.5742738589211618,0.7598820914274669,3.0,0.3736559139784946,0.9595375722543352,0.6707317073170732,0.4249101422097203,0.7887189292543021,0.5905511811023622,0.6175115207373272,1312.0,0.7655172413793103,0.0,141.0,1453.0,1.0,1.0,1.0,1.0,1453,0,0,1453,1.0,0.0,2,0,3,1,0.4150046212968818,6,1.0,1,0.5890625,0.8365254619197837,1961.0,0.885,2.0,530.0,0.6384976525821596,0.9563257255564948,1.0,0,49,0,0,288,0,0.5142857142857142,0.9246376811594202,0.652,0,4,2009,0.6058521109263613,187500,3,"(1379.8, 1728.4]"
86,532376160,20,0.8252752513164193,65.0,8450,1.0,0.9565217391304348,0.6728538283062645,0.6708333333333333,1.0,0.7429906542056075,0.8552456839309429,0.4186695611722748,0.6643356643356644,0.41581632653061223,0.8967391304347826,0.7858942065491183,5,8,1965,2009,0.8368421052631579,0.5604873803307223,0.5265267175572519,0.5742738589211618,0.5786701459360201,0.0,0.3736559139784946,0.8670520231213873,0.6707317073170732,0.4249101422097203,0.7887189292543021,0.5905511811023622,1.0,553.0,0.6459770114942529,117.0,224.0,894.0,1.0,1.0,1.0,1.0,894,0,0,894,1.0,0.0,1,0,3,1,0.4150046212968818,5,1.0,1,0.66715625,0.583596214511041,1973.0,0.627906976744186,1.0,336.0,0.6384976525821596,0.9563257255564948,1.0,416,144,0,0,0,0,0.5142857142857142,0.8043478260869565,0.652,0,4,2010,0.6058521109263613,138500,1,"(682.6, 1031.2]"
1534,909277040,50,0.8252752513164193,79.0,11700,1.0,0.6840579710144927,0.8816705336426914,1.0,1.0,0.7429906542056075,1.0,0.6187005737323616,0.7785547785547785,0.41581632653061223,0.8967391304347826,0.6473551637279596,5,6,1937,1995,0.8368421052631579,0.5604873803307223,0.5229007633587787,0.5809128630705395,0.5786701459360201,0.0,0.3736559139784946,0.9595375722543352,0.6707317073170732,0.4249101422097203,0.7887189292543021,0.5905511811023622,0.6566820276497696,606.0,0.7655172413793103,0.0,336.0,942.0,1.0,1.0,1.0,1.0,1265,673,0,1938,0.0,0.0,2,0,4,1,0.6084940652818991,7,0.8690909090909091,1,0.66715625,0.583596214511041,1937.0,0.627906976744186,1.0,240.0,0.6384976525821596,0.9563257255564948,1.0,0,40,0,0,0,0,0.5142857142857142,1.0,0.652,0,7,2008,0.6058521109263613,198000,2,"(1728.4, 2077.0]"
